project_id,name_of_project,location,contractor,office_name,funds_source,project_cost,date_started,completion_orig,completion_actual,status_percent
NC0215H00195,Local Infrastructure Program - Rehabilitation of Doñ Soledad Extension  Phase II Barangay Don Bosco Parañaque City 2nd LD  Metro Manila PAVED (CONCRETE) TO PAVED (CONCRETE),"Parañaque City II,Metro Manila 2nd District Engineering Office,NCR",MPJR BUILDERS COMPANY,"Metro Manila 2nd District Engineering Office,NCR",RLIP,"12,443",8/13/2015,1/9/2016,,5
NC0215F00117,Rehabilitation of Drainage System within Marikina-San Mateo Road including Laterals  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",PRECIOUS CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,"32,198",8/12/2015,4/9/2016,,35
NC0215S00043,Local Infrastructure Program - Construction Multi-Storey Academic Building  Pamantasan ng Lungsod ng Valenzuela Campus (Phase II)  Barangay Malinta  Valenzuela City 1st LD   CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",LARSEN-DUTCHER CONSTRACTOR,"Metro Manila 3rd District Engineering Office,NCR",RLIP,"18,706",8/10/2015,3/6/2016,,38
NC0215T00059,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Construction of St. Calire 1 Subd. Multi-purpose Gym  Brgy. Concepcion Uno  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",DELPAR CONSTRUCTION & SUPPLIES,"Metro Manila 1st District Engineering Office,NCR",VILP,"6,213",8/9/2015,12/6/2015,,90
NC0215T00138,Local Infrastructure Program - Construction/Rehabilitation of Multi-Purpose Building  Three (3) Storey MPB. Brgy. Corazon de Jesus  San Juan City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"9,309",8/7/2015,2/3/2016,,3
NC0215F00098,Local Infrastructure Program-Rehabilitation/Improvement of Drainage System  Brgy. Corazon De Jesus and Vicinity  San Juan City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",C.S. GARCIA CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"8,683",8/7/2015,1/8/2016,,35
NC0215F00049,Reconstruction/Improvement of Drainage along M. Naval St.  Navotas City CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",STRUKTURA TEKNIKA SERVICES CO.,"Malabon-Navotas District Engineering Office,NCR",FMSD,"8,918",8/7/2015,10/5/2015,,92
NC0215F00017,Improvement/Clearing and Desilting of Zapote River (Phase II) CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR","ARMANDO U. KHONG HUN GEN. CONTR., INC.","Las Piñas-Muntinlupa District Engineering Office,NCR",FMSD,"44,245",8/6/2015,3/2/2016,,2
NC0215T00053,Local Infrastructure Program - Repair/Rehab Multi-Purpose Building and river wall protection  Barangay Buayang Bato  Mandaluyong Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",DELPAR CONSTRUCTION & SUPPLIES,"Metro Manila 1st District Engineering Office,NCR",RLIP,"2,900",8/5/2015,11/3/2015,,79
NC0315F00012,Improvement of Pasong Tamo Creek Tributaries Brgy. Culiat  Quezon City 6th LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",FMSD,"17,756",8/5/2015,3/31/2016,,45
NC0215S00033,Local Infrastructure Program - Completion/ Construction with Additional Floor of Four (4) Storey Twenty (20) Classroom at West Crame Elementary School  Barangay West Crame  San Juan City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"8,842",8/5/2015,1/2/2016,,35
NC0215S00019,Local Infrastructure Program – Construction/ Completion of  4-Storey School Building at the City of Mandaluyong Science High School Including Site Development  Brgy. Hulo Mandaluyong City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR","TRACSOM BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",VILP,"10,755",8/5/2015,12/3/2015,,68
NC0115H00001,Local Infrastructure Program - Rehabilitation of San Juan Bridge  Sta. Mesa  Manila 6th LD CONSTRUCTION OF NEW BRIDGE,"DistrictWide,North Manila District Engineering Office,NCR",ORANI BUILDERS & SUPPLY,"North Manila District Engineering Office,NCR",RLIP,"9,794",8/4/2015,11/1/2015,,15
NC0115T00027,Local Infrastructure Program - Construction of Multi Purpose Building  Brgy. 376  Zone 38  Sta Cruz  Manila CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",FRAMECON BUILDERS,"North Manila District Engineering Office,NCR",RLIP,"4,719",8/4/2015,12/31/2015,,56
NC0115T00032,Local Infrastructure Program - Construction of Multi-Purpose Buildings (Health Centers)  Barrio Magsaysay Health Center Herbosa St. Tondo  Manila City 1st LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",HEXAMINDZ CORPORATION (FORMERLY:KILUSANG MAGKAIBIG,"North Manila District Engineering Office,NCR",RLIP,"9,594",8/4/2015,12/31/2015,,40
NC0215H00064,M. Naval St  -  K0011+000 - K0013+000 CONCRETE REBLOCKING RIGHT LANE,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",KATHA BUILDERS,"Malabon-Navotas District Engineering Office,NCR",SBSR,"2,375",8/3/2015,9/8/2015,,15
NC0215F00030,Excavation/Desilting and Rehabilitation of Slope Protection of Nangka River from Libya Extension to Anastasia  Brgy. Nangka  Marikina City 2nd LD  Sta. 2+128 - Sta. 3+710 DREDGING/DESILTING,"DistrictWide,Metro Manila 1st District Engineering Office,NCR","F.P. DE GUZMAN CONSTRUCTION, INC.","Metro Manila 1st District Engineering Office,NCR",DDCD,"43,346",8/1/2015,2/26/2016,,44
NC0215T00189,Local Infrastructure Program - Construction of Multi-Purpose Building (Tarnate)  Barangay Greenhills  San Juan City CONSTRUCTION,"San Juan,Metro Manila 1st District Engineering Office,NCR",PUREGOLD CONSTRUCTION & DEVT. CORP.,"Metro Manila 1st District Engineering Office,NCR",RLIP,"9,312",7/31/2015,3/7/2016,,2
NC0215F00022,Excavation/Desilting of Nangka River from Balete Drive to San Miguel  Brgy. Fortune  Marikina City 2nd LD DREDGING/DESILTING,"DistrictWide,Metro Manila 1st District Engineering Office,NCR","L.R. TIQUI BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",DDCD,"43,410",7/31/2015,2/27/2016,,60
NC0215F00267,Local Infrastructure Program - Rehabilitation/Improvement of Drainage System  Brgy. Little Baguio and Vicinity  San Juan City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"8,681",7/31/2015,12/29/2015,,40
NC0215F00143,Local Infrastructure Program - Slope Protection/Riprapping of Ermitaño Creek  Brgy. Pasadena  San Juan City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",A.J. LAVA BUILDERS CORP. (FORMERLY: A.J. LAVA BUIL,"Metro Manila 1st District Engineering Office,NCR",RLIP,"3,151",7/31/2015,9/29/2015,,30
NC0215F00152,Local Infrastructure Program - Rehabilitation of Slope Protection Works at Ermitaño Creek  Brgy. Addition Hills  San Juan City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",A.J. LAVA BUILDERS CORP. (FORMERLY: A.J. LAVA BUIL,"Metro Manila 1st District Engineering Office,NCR",RLIP,"1,790",7/31/2015,10/27/2015,,20
NC0215F00233,Local Infrastructure Program - Rehabilitation of Drainage System along Hoover and Argonne Street  San Juan City Lone District REHABILITATION,"San Juan,Metro Manila 1st District Engineering Office,NCR",C & F CONSTRUCTION & DEVELOPMENT CORPORATION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"18,092",7/31/2015,1/27/2016,,45
NC0215T00176,Local Infrastructure Program - Construction/Rehabilitation of Two (2) Storey Multi-Purpose Building  Brgy. Progreso  City of San Juan  Metro Manila CONSTRUCTION,"San Juan,Metro Manila 1st District Engineering Office,NCR",FRANZCOR TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"3,858",7/31/2015,11/29/2015,,90
NC0215S00030,Local Infrastructure Program - Completion of Research and Development Academic Building Rizal Technological University Main Campus  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR","TRACSOM BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",RLIP,"18,576",7/31/2015,1/26/2016,,38
NC0215T00073,Local Infrastructure Program - Construction/Rehabilitation of Two (2) Storey Multi-Purpose Building  Brgy. Onse  City of San Juan  Metro Manila CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",FRANZCOR TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"3,855",7/31/2015,11/28/2015,,75
NC0215T00155,Local Infrastructure Program - Rehabilitation/Construction of Multipurpose Building  Mandaluyong City Lone District  Brgy. Barangka Itaas CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",NUKAZA TRADING AND CONSTRUCTION SERVICES,"Metro Manila 1st District Engineering Office,NCR",RLIP,"2,100",7/31/2015,10/30/2015,,70
NC0315T00125,Local Infrastructure Program - Construction of Multi-Purpose Building  NDCP  Camp Aguinaldo  Quezon City  CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",FRAMECON BUILDERS,"Quezon City 2nd District Engineering Office,NCR",RLIP,"4,000",7/31/2015,11/12/2015,,90.15
NC0215F00239,Local Infrastructure Program - Rehabilitation/Improvement of Drainage System Barangay Isabelita and Vicinity  San Juan City Lone District REHABILITATION,"San Juan,Metro Manila 1st District Engineering Office,NCR",MECA BUILDERS & TRADERS,"Metro Manila 1st District Engineering Office,NCR",RLIP,"18,044",7/31/2015,1/27/2016,,50
NC0115F00082,MFO 2 - Flood Management Services Construction/Maintenance of Flood Mitigation Structures along F. Yuseco St.  (Sta. Limit 631.20 to 885.70) 254.5 l.m. CONSTRUCTION,"Manila District 2,North Manila District Engineering Office,NCR",ALLEYWAY CONSTRUCTION,"North Manila District Engineering Office,NCR",FMSD,"29,948",7/30/2015,1/24/2016,,50
NC0115H00064,MFO 1 - National Road Network Services Asset Preservation of National Roads Constrution / Upgrading/ Rehabilitation of Drainage along National Roads Tayuman St. (000.0 to C863.23) Manila 2nd LD PAVED TO PAVED,"Manila District 2,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",CDNR,"9,503",7/30/2015,12/26/2015,,50
NC0215F00089,Construction of drainage system along PNR Railroad Track from Maynilad to Bayanan Creek  Bayanan and Putatan  Muntinlupa City CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",PRECIOUS CONSTRUCTION,"Las Piñas-Muntinlupa District Engineering Office,NCR",FMSD,"21,811",7/30/2015,1/25/2016,,35
NC0115F00077,Deepening/ Widening/ Construction of Retaining Wall  Tripa de Galina  Pasay City CONSTRUCTION,"Pasay City,South Manila District Engineering Office,NCR","ARMANDO U. KHONG HUN GEN. CONTR., INC.","Regional Office,NCR",FMSD,"54,786",7/29/2015,12/29/2015,,24.39
NC0215H00154,Local Infrastructure Program - Rehabilitation of Road and Drainage System along Baesa-Sta. Quiteria Road  Caloocan City 1st LD   GRAVEL TO PAVED,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",TM ABAD CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",RLIP,"6,409",7/29/2015,11/25/2015,,88
NC0315F00068,Improvement/Heigthening of Riprap  Aranan Creek  Brgy. West Triangle  Quezon City 1st LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",ALPIZ CONSTRUCTION & DEVELOPMENT CORPORATION,"Quezon City 1st District Engineering Office,NCR",FMSD,"17,569",7/29/2015,3/24/2016,,35
NC0215T00051,Local Infrastructure Program - Construction of Multi-Purpose Building  Samahang Magkakapitbahay  Blk 4-6 Barangay Nangka  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",FRANZCOR TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"2,424",7/28/2015,10/26/2015,,72
NC0215T00045,Local Infrastructure Program - Rehabilitation of Multi-Purpose Building at Barangay Martinez and Barangay Sta. Ana  Pateros M. MLA  Taguig-Pateros 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",FRANZCOR TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"5,587",7/27/2015,11/23/2015,,80
NC0215F00024,Rehabilitation/Construction of Box Culvert along Park Creek  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",HONY TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,"26,040",7/27/2015,3/23/2016,,38
NC0215F00027,Excavation/Desilting of Nangka River from San Miguel to Rolling Hills  Brgy. Fortune  Marikina City 2nd LD DREDGING/DESILTING,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",DDCD,"43,387",7/27/2015,2/26/2016,,48
NC0215F00029,Excavation/Desilting of Nangka River from Marikina River to Libya Extension  Brgy. Nangka  Marikina City 2nd LD DREDGING/DESILTING,"DistrictWide,Metro Manila 1st District Engineering Office,NCR","L.R. TIQUI BUILDERS, INC.","Metro Manila 1st District Engineering Office,NCR",DDCD,"43,401",7/27/2015,1/23/2016,,44
NC0115H00065,Local Infratsructure Program - Construction of Road including Drainage (RCBC)  Antipolo Street from Firmeza to SH Loyola  Sampaloc  Manila 4th LD PAVED TO PAVED,"Manila District 4,North Manila District Engineering Office,NCR",FRAMECON BUILDERS,"North Manila District Engineering Office,NCR",RLIP,"18,491",7/23/2015,12/19/2015,,10
NC0215F00135,Local Infrastructure Program - Improvement of JP Rizal Extn. including Drainage System  Lawton Ave.  to Kalayaan Ave.  District II  Makati City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",R.E. ORLINA CONSTRUCTION CORPORATION,"Metro Manila 2nd District Engineering Office,NCR",RLIP,"20,000",7/23/2015,11/19/2015,,5
NC0115S00004,Local Infrastructure Program - Construction of School Buildings  Amado V. Hernandez Elementary School Sto. Niño/Herbosa St. Tondo  Manila City 1st LD   CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",ORANI BUILDERS & SUPPLY,"North Manila District Engineering Office,NCR",RLIP,"9,793",7/23/2015,12/19/2015,,23
NC0215H00158,Local Infrastructure Program - Rehabilitation/Improvement & Upgrading  Yague Street  Barangays Sta. Cruz  Singkamas and Tejeros  Makati City 1st LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",THE STEADFAST BUILDERS,"Metro Manila 2nd District Engineering Office,NCR",RLIP,"18,103",7/23/2015,11/19/2015,,85
NC0115F00062,Improvement of Drainage System of Velasquez (C000.0 to C1241.0)  Ugbo (C000.0 to C131.0)  & Vitas (C000.0 to C573.0)  Manila City 1st LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR","TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)","North Manila District Engineering Office,NCR",FMSD,"2,847",7/23/2015,10/20/2015,,35
NC0215H00172,Parañaque-Sucat Road (S03377LZ)  in front of San Antonio Valley I  Parañaque City  K0016+482 RETROFITTING/REHABILITATION/STRENGTHENING,"Parañaque City II,Metro Manila 2nd District Engineering Office,NCR",LMG CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",MVUC,"15,113",7/22/2015,1/17/2016,,10
NC0215F00225,Improvement/Desilting of Don Galo River/Parañaque River South Junction (East Side)  Parañaque City  Metro Manila DREDGING/DESILTING,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",MSB VITUG CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"44,390",7/22/2015,4/16/2016,,55
NC0215H00171,Parañaque-Sucat Road  Parañaque City  K0018+281 RETROFITTING/REHABILITATION/STRENGTHENING,"Parañaque City II,Metro Manila 2nd District Engineering Office,NCR",LMG CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",MVUC,"15,118",7/22/2015,1/17/2016,,10
NC0215F00226,Improvement/Desilting of San Dionisio River Phase IV  Brgy. San Dionisio  Parañaque City  Metro Manila DREDGING/DESILTING,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",ROLCO CONSTRUCTION & DEVELOPMENT CORPORATION ( FOR,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"17,756",7/22/2015,2/16/2016,,58
NC0215S00058,Local Infrastructure Program - Rehabilitation of Fourth Estate Elementary School Building  1 2 and 3  Barangay San Antonio  Paranaque City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",SPRING STAR CONSTRUCTION & SUPPLY,"Metro Manila 2nd District Engineering Office,NCR",RLIP,"4,321",7/20/2015,11/16/2015,,95
NC0215S00054,Local Infrastructure Program - Construction Multi-Storey Academic Building  Valenzuela Polytechnic College  Valenzuela Campus (Phase 1)  Brgy. Parada  Valenzuela City 1st LD) CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",GENETIAN BUILDERS,"Metro Manila 3rd District Engineering Office,NCR",RLIP,"15,982",7/16/2015,2/10/2016,,44
NC0315F00024,Construction/Rehabilitation of Marikina Tributary Barangay Ugong Norte  Quezon City 3rd LD  CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",MRB11  CONSTRUCTION CORPORATION (FORMERLY:MRB CONS,"Quezon City 2nd District Engineering Office,NCR",FMSD,"10,000",7/16/2015,1/10/2016,,18
NC0315F00008,Construction/Rehabilitation of Drainage System along Katipunan Avenue-White Plains  Quezon City 3rd LD CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",LMG CONSTRUCTION,"Quezon City 2nd District Engineering Office,NCR",FMSD,"20,000",7/15/2015,12/11/2015,,70.12
NC0315F00096,Drainage Improvement of Commonwealth Ave.  Brgy. Commonwealth  (San Simon to Market)  Quezon City 2nd LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",C & F CONSTRUCTION & DEVELOPMENT CORPORATION,"Quezon City 1st District Engineering Office,NCR",FMSD,"17,370",7/14/2015,3/9/2016,,70
NC0115H00052,Zobel Roxas St  -  Chainage 0 - Chainage 630 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,South Manila District Engineering Office,NCR",AKH CONSTRUCTION & TRADING CORP.,"South Manila District Engineering Office,NCR",UPSR,"20,322",7/7/2015,12/13/2015,,5
NC0215T00043,Local Infrastructure Program - Construction/Rehab of Parañaque Jail  Parañaque City 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",R.C. PALLARCA CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",RLIP,"4,798",7/7/2015,12/3/2015,,95
NC0215T00132,Local Infrastructure Program - Construction/Rehabilitation of Multi-Purpose Building  MPB (Covered Court) Brgy. Tibagan  San Juan City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,"Metro Manila 1st District Engineering Office,NCR",RLIP,"5,558",7/6/2015,12/3/2015,,75
NC0215F00021,Rehabilitation of Drainage System along Amang Rodriguez Avenue  Pasig City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,"Metro Manila 1st District Engineering Office,NCR",FMSD,"17,362",7/4/2015,12/1/2015,,85
NC0115T00019,Local Infrastructure Program - Construction of Multi-Purpose Building  Manila High School Intramuros  Manila City 5th LD CONSTRUCTION,"DistrictWide,South Manila District Engineering Office,NCR",AYANA CONSTRUCTION AND TRADING,"South Manila District Engineering Office,NCR",RLIP,"6,306",7/3/2015,10/30/2015,,10
NC0115T00023,Local Infrastructure Program - Repair/Rehabilitation of Multi-Purpose Buildings (Precints)  Precint II Juan Nolasco/Morga St. Tondo  Manila City 1st LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",A.J. LAVA BUILDERS CORP. (FORMERLY: A.J. LAVA BUIL,"North Manila District Engineering Office,NCR",RLIP,"4,794",7/3/2015,9/30/2015,,55
NC0115T00030,Local Infrastructure Program - Construction of Multi-Purpose Buildings (Covered Court)  Barangay 94  Zone 8 Nepomuceno St. Tondo  Manila City 1st LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",WINPRO CONSTRUCTION,"North Manila District Engineering Office,NCR",RLIP,"3,353",7/3/2015,10/28/2015,,40
NC0115T00029,Local Infrastructure Program - Construction of Multi-Purpose Buildings (Covered Court)  Barangay 135  Zone 12 Kawit/Mirasol St. Balut  Tondo  Manila City 1st LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",WINPRO CONSTRUCTION,"North Manila District Engineering Office,NCR",RLIP,"3,350",7/3/2015,9/30/2015,,85
NC0115H00054,San Juan Br. (NB) (B02347LZ) along G Araneta Ave  RETROFITTING/REHABILITATION/STRENGTHENING,"DistrictWide,North Manila District Engineering Office,NCR",J.D. LEGASPI CONSTRUCTION,"Regional Office,NCR",CNSP,"53,898",7/3/2015,12/29/2015,,0.05
NC0115F00083,Construction/Maintenance of Flood Mitigation Structures and Drainage System along Antipolo St. (C800 to C1508.60)  Manila 4th LD CONSTRUCTION,"Manila District 4,North Manila District Engineering Office,NCR",ALLEYWAY CONSTRUCTION,"North Manila District Engineering Office,NCR",FMSD,"19,689",7/3/2015,3/7/2016,,15
NC0115F00060,Dredging/Improvement of Estero de Maypajo  Manila City 2nd LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",C.T. LEONCIO CONSTRUCTION & TRADING,"North Manila District Engineering Office,NCR",FMSD,"45,333",7/3/2015,12/28/2015,,80
NC0115F00053,Construction of Flood Control & Drainage Structures (RCBC) along Quezon Boulevard & Escalado St. (Quezon Boulevard to Estero de Quiapo)  Manila City 3rd LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",HEXAMINDZ CORPORATION (FORMERLY:KILUSANG MAGKAIBIG,"North Manila District Engineering Office,NCR",FMSD,"9,058",7/3/2015,9/20/2015,,5
NC0115F00001,Deepening/Dredging of Estero de Maytubig discharging to Estero San Antonio Abad to Manila Bay  Manila City 5th LD DREDGING/DESILTING,"DistrictWide,South Manila District Engineering Office,NCR","ARMANDO U. KHONG HUN GEN. CONTR., INC.","South Manila District Engineering Office,NCR",DDCD,"7,236",7/3/2015,11/29/2015,,95
NC0215F00033,Proposed Bank Improvement along Malabon-Tullahan River  Brgy. Maysilo  Malabon City CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",C.T. LEONCIO CONSTRUCTION & TRADING,"Malabon-Navotas District Engineering Office,NCR",FMSD,"43,859",7/2/2015,2/1/2016,,28
NC0215F00055,Proposed Bank Improvement along Malabon-Tullahan River  Brgy. Catmon  Malabon City CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"Malabon-Navotas District Engineering Office,NCR",FMSD,"43,758",7/2/2015,2/1/2016,,32
NC0315F00066,Drainage Improvement of Sto. Domingo St.  N.S. Amoranto to Sgt. Rivera  Quezon City 1st LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",PRECIOUS CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",FMSD,"17,666",6/30/2015,3/26/2016,,60
NC0315F00013,Rehabilitation/Improvement of Tributaries at Brgy. Bagong Silangan  Quezon City 2nd LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR","R.A. PAHATI CONST. & SUPPLY, INC.","Quezon City 1st District Engineering Office,NCR",FMSD,"17,768",6/30/2015,2/24/2016,,35
NC0315F00014,Improvement of Pasong Tamo Creek Tributaries  Brgy. Pasong Tamo  Quezon City 6th LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",ALPIZ CONSTRUCTION & DEVELOPMENT CORPORATION,"Quezon City 1st District Engineering Office,NCR",FMSD,"17,669",6/29/2015,3/25/2016,,40
NC0315F00045,Local Infrastructure Program - Rehabilitation/Improvement of Dario Creek  Brgy. Sauyo  Quezon City CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",CENTIARE CONST. AND TRADING CORP.,"Quezon City 1st District Engineering Office,NCR",RLIP,"8,985",6/29/2015,3/25/2016,,40
NC0115T00021,Local Infrastructure Program - Construction of Multi-Purpose Building  Barangay 181  Zone 19  Pasay City Lone District CONSTRUCTION,"DistrictWide,South Manila District Engineering Office,NCR",IVAHRICK CONTRACTORS,"South Manila District Engineering Office,NCR",RLIP,"5,412",6/26/2015,10/23/2015,,30
NC0315T00059,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Construction of Multi-purpose Building  Brgy. Saint Ignatius  Quezon City 3rd LD CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",HEXAMINDZ CORPORATION (FORMERLY:KILUSANG MAGKAIBIG,"Quezon City 2nd District Engineering Office,NCR",VILP,"20,000",6/26/2015,12/9/2015,,38.1
NC0215F00219,Proposed Bank Improvement/Sheet Piling of Parañaque River Mouth (North Side) Sta. 0+105.00 - Sta.0+186.50 Brgy. Dongalo  Parañaque City REHABILITATION,"Parañaque City II,Metro Manila 2nd District Engineering Office,NCR",AKN CONSTRUCTION CORPORATION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"17,351",6/26/2015,11/22/2015,,82.5
NC0315T00076,Local Infrastructure Program - Rehabilitation of Multi-Purpose Building in Brgy. Quirino 3A  Quezon City CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",,"Quezon City 2nd District Engineering Office,NCR",RLIP,"2,500",6/25/2015,11/6/2015,,90.5
NC9915H00001,Marcos Br. (B01753LZ) along Marcos Highway  RETROFITTING/REHABILITATION/STRENGTHENING,"DistrictWide,Regional Office,NCR",J.D. LEGASPI CONSTRUCTION,"Regional Office,NCR",CNSP,"62,510",6/25/2015,5/10/2016,,9.97
NC0215F00204,Construction/Rehabilitation of Sapang Alat (Phase I)  Caloocan City 1st LD CONSTRUCTION,"Caloocan City I,Metro Manila 3rd District Engineering Office,NCR",A.D. GONZALES JR. CONSTRUCTION & TRADING CO. INC.,"Regional Office,NCR",FMSD,"102,157",6/25/2015,2/25/2016,,34.43
NC0215F00077,Construction/Rehabilitation of drainage system from Daang Maharlika to Discharge in PNR Drainage Canal  Muntinlupa City CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",MRRM TRADING & CONSTRUCTION,"Las Piñas-Muntinlupa District Engineering Office,NCR",FMSD,"17,401",6/24/2015,12/20/2015,,57
NC0115S00003,Local Infrastructure Program - Construction of School Building  Raja Soliman High School  Manila 3rd LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",RLIP,"18,796",6/23/2015,11/19/2015,,5
